,date,rating,title,review
0,авг. 2018 г. • С друзьями,"5,0 из 5 кружков",Фантастика!,"Этот небоскреб в Лондоне был открыт в июле 2012 года. Он действительно похож на осколок стекла, отсюда его название и был спроектирован архитектором Ренцо Пиано. Высота 1017 футов / 310 м, это самое высокое здание в Западной Европе. Посетители могут подняться на панорамную террасу на 69-м этаже, чтобы полюбоваться видом."
1,окт. 2018 г. • Семейный отдых,"5,0 из 5 кружков",Мечты сбываются !,"Вид с высоты 1016 ft захватывает дыхание! Один билет годится для двух посещений,дневного и вечернего"
2,авг. 2018 г. • Путешествие в одиночку,"4,0 из 5 кружков",Вид из бара,"Были не на самой смотровой площадке, а в баре. Вид, действительно, впечатляет. Цены в баре высокие, один коктейль около 1500 руб."
3,май 2018 г. • Для двоих,"3,0 из 5 кружков",Дорого! Но красиво,"Просто подняться за 36£ это дофига, сходила в туалет с видом на город, быстрый лифт)))) но ничего особенного может я прост не ценитель видов"
4,апр. 2018 г. • Бизнес,"5,0 из 5 кружков",Паря над Лондоном,"Перед посещением сделайте пару фото на набережной, со стороны Тауэра, и насладитесь скоростью подъема на 32 этаж,где Вас ждет множество ресторанов и потрясающий вид на город,в особенности ночью!!!"
5,март 2018 г. • Семейный отдых,"5,0 из 5 кружков",Пролетая на Лондоном,"Посетили второй раз. Дети не могли забыть первое впечатление. Вечером, кстати не хуже чем днём. Ресторан Aqua Shard находится на 32 этаже. Заказывая просите столик у окна. Для того чтобы попасть в View from the Shard вам нужно выйти из ресторана спуститься вниз повернуть направо. За эскалатором будет вход. Работает до 22-00. Очереди не было, но мы были в районе 19-00. Наверху на 72 этаже детям нравится сидеть на полу под открытым небом возле окон и пить горячий с зефирками, ну а для взрослых есть шампанское 🥂 "
6,нояб. 2017 г. • Семейный отдых,"5,0 из 5 кружков",Отличный вид почти на весь Лондон,"В ""Осколке"" разместились и гостиница, Шангри-ла, офисы и пентхаусы. Вид хорош как с 35, так и 52 этажей. "
7,авг. 2017 г. • Для двоих,"5,0 из 5 кружков",Посетите туалет на 35 этаже!,"ДЕло в том, что если подняться в гостиницу Шангри-Ла и воспользоваться общественным туалетом, вид вы получите ничуть не хуже, особенно забавно с мужскими писсуарами - они аккурат напротив окна панорамного установлены. Унитазы с подогревом и плагинами для зарядки сотовых телефонов. Это незабываемое приключение! "
8,апр. 2017 г. • Для двоих,"5,0 из 5 кружков",Незабываемый вид.,"Обязательный пункт во время посещения Лондона. Мы были вечером, просто прекрасный вид на заход солнца. И вообще, Лондон с высоты 76 этажа - это впечатление на всю жизнь."
9,нояб. 2016 г. • Путешествие в одиночку,"4,0 из 5 кружков",Ночной Лондон на ладони,"Виды на саму башню с некоторых точек в Лондоне сами по себе впечатляют воображение, хотя она и показалась мне поначалу чем-то инородным в этом городе. Я поднялся на башню, когда Лондон уже погрузился в ночь. Действительно было интересно взглянуть на основные достопримечательности сверху. Было довольно много народу, это создавало некоторые неудобства - времени на просмотр той или иной панорамы было не так много, уже рядом стояли и ждали своей очереди очередные посетители. Впрочем потраченные деньги и время того стоили - впечатлило. рекомендую к посещению - лучше конечно в ясную погоду!"
0,окт. 2020 г.,"5,0 из 5 кружков",Небоскрёб Shard виден везде в городе,"""Осколок"" самое высокое здание в Лондоне - почти 310 м в высоту. Помимо самого шикарного вида в Лондоне сам небоскрёб тоже впечатляет и виден сам практически ото всюду в городе. С 73 этажа мне понравилось больше всего! Конечно должно повезти с погодой и очередь довольно внушительная. Вид однозначно лучше чем с колеса обозрения. Всем рекомендую - не пожалеете!"
1,март 2019 г.,"5,0 из 5 кружков",Вид на весь Лондон,С высоты башни открывается панорамный вид на весь Лондон. Тут можно и покушать и пофотографироваться и позагорать. Вид лучше чем с чертова колеса.
2,июль 2019 г.,"5,0 из 5 кружков",Самая высокая смотровая площадка Лондона,"Классный вид на весь Лондон! С утра очереди почти нет. Очень быстрый подъем на двух лифтах. Смотровая площадка находится на нескольких уровнях. Самый крутой вид с 72 этажа! В солнечную погоду особенно! Ну и альбом с фотками на память, тоже здорово  иметь, не так это и дорого!"
3,май 2019 г.,"5,0 из 5 кружков",Shard," Рекомендую приобрести карту Лондон пасс туда входят 60 достопримечательностей и Shard в том числе! Лондон пасс на 3 дня Стоит 112£, а просто билет на shard стоит 42£ с Взрослого и 35£ с Ребенка. Если бы не Карта Лондон пасс мы бы не посетили его, на троих ну очень дорого выходит."
4,апр. 2019 г. • Для двоих,"5,0 из 5 кружков",Посещение смотровой площадки в небоскребе Шард. ,"Очень красивая панорама открывается с 72 этажа. В день когда мы были была дымка и видимость была не очень хорошая.если будет дождь и туман, то смотреть будет не на что. Так что имеет смысл покупать билеты с гарантией на случай плохой погоды. На обеих смотровых площадках на 69 этаже и на 72 есть бары. Там можно купить сок или что покрепче. Есть попкорн и мороженое. На входе все проходят досмотр службы безопасности. Нельзя проносить стекло и алкоголь. "
5,март 2019 г.,"5,0 из 5 кружков","Интересный опыт, правда хватает одного раза","Действительно увидеть Лондон с такой высоты - незабываемое впечатление, которое останется с вами еще долгое время. Есть несколько способов сделать это посещение ярким и необременительным.1. Покупайте билеты заранее, на сайте это можно сделать. Если купите за 1-13 дней до предполагаемого посещения, то сможете сэкономить деньги.2. Покупал билет fast track, без шампанского и прочей мишуры. 3. Выбрал раннее время, в районе 11:00 утра. Туристов не так много и можно будет спокойно все рассмотреть и сфотографировать себя или компанию, с которой вы пришли.Обязательно узнайте, какие мероприятия проходят в этот день. Может вы фанат клубных тусовок и вам хочется потанцевать и выпить бокал шампанского на высоте более 300 м."
6,сент. 2018 г. • С друзьями,"4,0 из 5 кружков",Забавная развлекуха,"Это смотровая площадка самого высокого небоскрёба Западной Европы и пятого по высоте вообще в Европе. Остальные 4 шуки - в Москва-Сити). Вид, конечно, впечатляющий, но цена подъёма высоковата. Имеет смысл идти, если у вас London Pass, сэкономите... "
7,март 2019 г. • Для двоих,"5,0 из 5 кружков",1 day of discovering London,"Погода: ветрено и дождливоБилет: London Pass, так как народу было очень мало, то проскочили быстро очередь на распечатку билетов. Поднялись, вид отличный, хоть и было ветрено, Но на 69 этаже очень уютно сели на полу у окон, с кофе. :) "
8,дек. 2018 г. • Для двоих,"2,0 из 5 кружков",Не стоит того,"Посетил данную достопримечательность в конце декабря. Вход по London free pass. Гигантская очередь и ожидание. На то что бы дойти и получить бесплатный входной билет потратили 40 минут. Попросили ещё 20 минут подождать. На входе к лифтам досмотр похлеще чем в аэропорт, попросили снять даже ремень. Вид на Лондон через грязные стёкла на 3 бала."
9,нояб. 2018 г. • Семейный отдых,"5,0 из 5 кружков",Shard очень красив! ,"Всякий раз посетив один из ресторанов в небоскребе удивляюсь и наслаждаюсь!Бронирование столика очень заранее- за две, три недели лучше. Вид изумительно красив! Обязательно к посещению. Любимый город и вид!"
0,авг. 2018 г. • С друзьями,"5,0 из 5 кружков",Фантастика!,"Этот небоскреб в Лондоне был открыт в июле 2012 года. Он действительно похож на осколок стекла, отсюда его название и был спроектирован архитектором Ренцо Пиано. Высота 1017 футов / 310 м, это самое высокое здание в Западной Европе. Посетители могут подняться на панорамную террасу на 69-м этаже, чтобы полюбоваться видом."
1,окт. 2018 г. • Семейный отдых,"5,0 из 5 кружков",Мечты сбываются !,"Вид с высоты 1016 ft захватывает дыхание! Один билет годится для двух посещений,дневного и вечернего"
2,авг. 2018 г. • Путешествие в одиночку,"4,0 из 5 кружков",Вид из бара,"Были не на самой смотровой площадке, а в баре. Вид, действительно, впечатляет. Цены в баре высокие, один коктейль около 1500 руб."
3,май 2018 г. • Для двоих,"3,0 из 5 кружков",Дорого! Но красиво,"Просто подняться за 36£ это дофига, сходила в туалет с видом на город, быстрый лифт)))) но ничего особенного может я прост не ценитель видов"
4,апр. 2018 г. • Бизнес,"5,0 из 5 кружков",Паря над Лондоном,"Перед посещением сделайте пару фото на набережной, со стороны Тауэра, и насладитесь скоростью подъема на 32 этаж,где Вас ждет множество ресторанов и потрясающий вид на город,в особенности ночью!!!"
5,март 2018 г. • Семейный отдых,"5,0 из 5 кружков",Пролетая на Лондоном,"Посетили второй раз. Дети не могли забыть первое впечатление. Вечером, кстати не хуже чем днём. Ресторан Aqua Shard находится на 32 этаже. Заказывая просите столик у окна. Для того чтобы попасть в View from the Shard вам нужно выйти из ресторана спуститься вниз повернуть направо. За эскалатором будет вход. Работает до 22-00. Очереди не было, но мы были в районе 19-00. Наверху на 72 этаже детям нравится сидеть на полу под открытым небом возле окон и пить горячий с зефирками, ну а для взрослых есть шампанское 🥂 "
6,нояб. 2017 г. • Семейный отдых,"5,0 из 5 кружков",Отличный вид почти на весь Лондон,"В ""Осколке"" разместились и гостиница, Шангри-ла, офисы и пентхаусы. Вид хорош как с 35, так и 52 этажей. "
7,авг. 2017 г. • Для двоих,"5,0 из 5 кружков",Посетите туалет на 35 этаже!,"ДЕло в том, что если подняться в гостиницу Шангри-Ла и воспользоваться общественным туалетом, вид вы получите ничуть не хуже, особенно забавно с мужскими писсуарами - они аккурат напротив окна панорамного установлены. Унитазы с подогревом и плагинами для зарядки сотовых телефонов. Это незабываемое приключение! "
8,апр. 2017 г. • Для двоих,"5,0 из 5 кружков",Незабываемый вид.,"Обязательный пункт во время посещения Лондона. Мы были вечером, просто прекрасный вид на заход солнца. И вообще, Лондон с высоты 76 этажа - это впечатление на всю жизнь."
9,нояб. 2016 г. • Путешествие в одиночку,"4,0 из 5 кружков",Ночной Лондон на ладони,"Виды на саму башню с некоторых точек в Лондоне сами по себе впечатляют воображение, хотя она и показалась мне поначалу чем-то инородным в этом городе. Я поднялся на башню, когда Лондон уже погрузился в ночь. Действительно было интересно взглянуть на основные достопримечательности сверху. Было довольно много народу, это создавало некоторые неудобства - времени на просмотр той или иной панорамы было не так много, уже рядом стояли и ждали своей очереди очередные посетители. Впрочем потраченные деньги и время того стоили - впечатлило. рекомендую к посещению - лучше конечно в ясную погоду!"
0,окт. 2020 г.,"5,0 из 5 кружков",Небоскрёб Shard виден везде в городе,"""Осколок"" самое высокое здание в Лондоне - почти 310 м в высоту. Помимо самого шикарного вида в Лондоне сам небоскрёб тоже впечатляет и виден сам практически ото всюду в городе. С 73 этажа мне понравилось больше всего! Конечно должно повезти с погодой и очередь довольно внушительная. Вид однозначно лучше чем с колеса обозрения. Всем рекомендую - не пожалеете!"
1,март 2019 г.,"5,0 из 5 кружков",Вид на весь Лондон,С высоты башни открывается панорамный вид на весь Лондон. Тут можно и покушать и пофотографироваться и позагорать. Вид лучше чем с чертова колеса.
2,июль 2019 г.,"5,0 из 5 кружков",Самая высокая смотровая площадка Лондона,"Классный вид на весь Лондон! С утра очереди почти нет. Очень быстрый подъем на двух лифтах. Смотровая площадка находится на нескольких уровнях. Самый крутой вид с 72 этажа! В солнечную погоду особенно! Ну и альбом с фотками на память, тоже здорово  иметь, не так это и дорого!"
3,май 2019 г.,"5,0 из 5 кружков",Shard," Рекомендую приобрести карту Лондон пасс туда входят 60 достопримечательностей и Shard в том числе! Лондон пасс на 3 дня Стоит 112£, а просто билет на shard стоит 42£ с Взрослого и 35£ с Ребенка. Если бы не Карта Лондон пасс мы бы не посетили его, на троих ну очень дорого выходит."
4,апр. 2019 г. • Для двоих,"5,0 из 5 кружков",Посещение смотровой площадки в небоскребе Шард. ,"Очень красивая панорама открывается с 72 этажа. В день когда мы были была дымка и видимость была не очень хорошая.если будет дождь и туман, то смотреть будет не на что. Так что имеет смысл покупать билеты с гарантией на случай плохой погоды. На обеих смотровых площадках на 69 этаже и на 72 есть бары. Там можно купить сок или что покрепче. Есть попкорн и мороженое. На входе все проходят досмотр службы безопасности. Нельзя проносить стекло и алкоголь. "
5,март 2019 г.,"5,0 из 5 кружков","Интересный опыт, правда хватает одного раза","Действительно увидеть Лондон с такой высоты - незабываемое впечатление, которое останется с вами еще долгое время. Есть несколько способов сделать это посещение ярким и необременительным.1. Покупайте билеты заранее, на сайте это можно сделать. Если купите за 1-13 дней до предполагаемого посещения, то сможете сэкономить деньги.2. Покупал билет fast track, без шампанского и прочей мишуры. 3. Выбрал раннее время, в районе 11:00 утра. Туристов не так много и можно будет спокойно все рассмотреть и сфотографировать себя или компанию, с которой вы пришли.Обязательно узнайте, какие мероприятия проходят в этот день. Может вы фанат клубных тусовок и вам хочется потанцевать и выпить бокал шампанского на высоте более 300 м."
6,сент. 2018 г. • С друзьями,"4,0 из 5 кружков",Забавная развлекуха,"Это смотровая площадка самого высокого небоскрёба Западной Европы и пятого по высоте вообще в Европе. Остальные 4 шуки - в Москва-Сити). Вид, конечно, впечатляющий, но цена подъёма высоковата. Имеет смысл идти, если у вас London Pass, сэкономите... "
7,март 2019 г. • Для двоих,"5,0 из 5 кружков",1 day of discovering London,"Погода: ветрено и дождливоБилет: London Pass, так как народу было очень мало, то проскочили быстро очередь на распечатку билетов. Поднялись, вид отличный, хоть и было ветрено, Но на 69 этаже очень уютно сели на полу у окон, с кофе. :) "
8,дек. 2018 г. • Для двоих,"2,0 из 5 кружков",Не стоит того,"Посетил данную достопримечательность в конце декабря. Вход по London free pass. Гигантская очередь и ожидание. На то что бы дойти и получить бесплатный входной билет потратили 40 минут. Попросили ещё 20 минут подождать. На входе к лифтам досмотр похлеще чем в аэропорт, попросили снять даже ремень. Вид на Лондон через грязные стёкла на 3 бала."
9,нояб. 2018 г. • Семейный отдых,"5,0 из 5 кружков",Shard очень красив! ,"Всякий раз посетив один из ресторанов в небоскребе удивляюсь и наслаждаюсь!Бронирование столика очень заранее- за две, три недели лучше. Вид изумительно красив! Обязательно к посещению. Любимый город и вид!"
0,авг. 2018 г. • С друзьями,"5,0 из 5 кружков",Фантастика!,"Этот небоскреб в Лондоне был открыт в июле 2012 года. Он действительно похож на осколок стекла, отсюда его название и был спроектирован архитектором Ренцо Пиано. Высота 1017 футов / 310 м, это самое высокое здание в Западной Европе. Посетители могут подняться на панорамную террасу на 69-м этаже, чтобы полюбоваться видом."
1,окт. 2018 г. • Семейный отдых,"5,0 из 5 кружков",Мечты сбываются !,"Вид с высоты 1016 ft захватывает дыхание! Один билет годится для двух посещений,дневного и вечернего"
2,авг. 2018 г. • Путешествие в одиночку,"4,0 из 5 кружков",Вид из бара,"Были не на самой смотровой площадке, а в баре. Вид, действительно, впечатляет. Цены в баре высокие, один коктейль около 1500 руб."
3,май 2018 г. • Для двоих,"3,0 из 5 кружков",Дорого! Но красиво,"Просто подняться за 36£ это дофига, сходила в туалет с видом на город, быстрый лифт)))) но ничего особенного может я прост не ценитель видов"
4,апр. 2018 г. • Бизнес,"5,0 из 5 кружков",Паря над Лондоном,"Перед посещением сделайте пару фото на набережной, со стороны Тауэра, и насладитесь скоростью подъема на 32 этаж,где Вас ждет множество ресторанов и потрясающий вид на город,в особенности ночью!!!"
5,март 2018 г. • Семейный отдых,"5,0 из 5 кружков",Пролетая на Лондоном,"Посетили второй раз. Дети не могли забыть первое впечатление. Вечером, кстати не хуже чем днём. Ресторан Aqua Shard находится на 32 этаже. Заказывая просите столик у окна. Для того чтобы попасть в View from the Shard вам нужно выйти из ресторана спуститься вниз повернуть направо. За эскалатором будет вход. Работает до 22-00. Очереди не было, но мы были в районе 19-00. Наверху на 72 этаже детям нравится сидеть на полу под открытым небом возле окон и пить горячий с зефирками, ну а для взрослых есть шампанское 🥂 "
6,нояб. 2017 г. • Семейный отдых,"5,0 из 5 кружков",Отличный вид почти на весь Лондон,"В ""Осколке"" разместились и гостиница, Шангри-ла, офисы и пентхаусы. Вид хорош как с 35, так и 52 этажей. "
7,авг. 2017 г. • Для двоих,"5,0 из 5 кружков",Посетите туалет на 35 этаже!,"ДЕло в том, что если подняться в гостиницу Шангри-Ла и воспользоваться общественным туалетом, вид вы получите ничуть не хуже, особенно забавно с мужскими писсуарами - они аккурат напротив окна панорамного установлены. Унитазы с подогревом и плагинами для зарядки сотовых телефонов. Это незабываемое приключение! "
8,апр. 2017 г. • Для двоих,"5,0 из 5 кружков",Незабываемый вид.,"Обязательный пункт во время посещения Лондона. Мы были вечером, просто прекрасный вид на заход солнца. И вообще, Лондон с высоты 76 этажа - это впечатление на всю жизнь."
9,нояб. 2016 г. • Путешествие в одиночку,"4,0 из 5 кружков",Ночной Лондон на ладони,"Виды на саму башню с некоторых точек в Лондоне сами по себе впечатляют воображение, хотя она и показалась мне поначалу чем-то инородным в этом городе. Я поднялся на башню, когда Лондон уже погрузился в ночь. Действительно было интересно взглянуть на основные достопримечательности сверху. Было довольно много народу, это создавало некоторые неудобства - времени на просмотр той или иной панорамы было не так много, уже рядом стояли и ждали своей очереди очередные посетители. Впрочем потраченные деньги и время того стоили - впечатлило. рекомендую к посещению - лучше конечно в ясную погоду!"
0,окт. 2020 г.,"5,0 из 5 кружков",Небоскрёб Shard виден везде в городе,"""Осколок"" самое высокое здание в Лондоне - почти 310 м в высоту. Помимо самого шикарного вида в Лондоне сам небоскрёб тоже впечатляет и виден сам практически ото всюду в городе. С 73 этажа мне понравилось больше всего! Конечно должно повезти с погодой и очередь довольно внушительная. Вид однозначно лучше чем с колеса обозрения. Всем рекомендую - не пожалеете!"
1,март 2019 г.,"5,0 из 5 кружков",Вид на весь Лондон,С высоты башни открывается панорамный вид на весь Лондон. Тут можно и покушать и пофотографироваться и позагорать. Вид лучше чем с чертова колеса.
2,июль 2019 г.,"5,0 из 5 кружков",Самая высокая смотровая площадка Лондона,"Классный вид на весь Лондон! С утра очереди почти нет. Очень быстрый подъем на двух лифтах. Смотровая площадка находится на нескольких уровнях. Самый крутой вид с 72 этажа! В солнечную погоду особенно! Ну и альбом с фотками на память, тоже здорово  иметь, не так это и дорого!"
3,май 2019 г.,"5,0 из 5 кружков",Shard," Рекомендую приобрести карту Лондон пасс туда входят 60 достопримечательностей и Shard в том числе! Лондон пасс на 3 дня Стоит 112£, а просто билет на shard стоит 42£ с Взрослого и 35£ с Ребенка. Если бы не Карта Лондон пасс мы бы не посетили его, на троих ну очень дорого выходит."
4,апр. 2019 г. • Для двоих,"5,0 из 5 кружков",Посещение смотровой площадки в небоскребе Шард. ,"Очень красивая панорама открывается с 72 этажа. В день когда мы были была дымка и видимость была не очень хорошая.если будет дождь и туман, то смотреть будет не на что. Так что имеет смысл покупать билеты с гарантией на случай плохой погоды. На обеих смотровых площадках на 69 этаже и на 72 есть бары. Там можно купить сок или что покрепче. Есть попкорн и мороженое. На входе все проходят досмотр службы безопасности. Нельзя проносить стекло и алкоголь. "
5,март 2019 г.,"5,0 из 5 кружков","Интересный опыт, правда хватает одного раза","Действительно увидеть Лондон с такой высоты - незабываемое впечатление, которое останется с вами еще долгое время. Есть несколько способов сделать это посещение ярким и необременительным.1. Покупайте билеты заранее, на сайте это можно сделать. Если купите за 1-13 дней до предполагаемого посещения, то сможете сэкономить деньги.2. Покупал билет fast track, без шампанского и прочей мишуры. 3. Выбрал раннее время, в районе 11:00 утра. Туристов не так много и можно будет спокойно все рассмотреть и сфотографировать себя или компанию, с которой вы пришли.Обязательно узнайте, какие мероприятия проходят в этот день. Может вы фанат клубных тусовок и вам хочется потанцевать и выпить бокал шампанского на высоте более 300 м."
6,сент. 2018 г. • С друзьями,"4,0 из 5 кружков",Забавная развлекуха,"Это смотровая площадка самого высокого небоскрёба Западной Европы и пятого по высоте вообще в Европе. Остальные 4 шуки - в Москва-Сити). Вид, конечно, впечатляющий, но цена подъёма высоковата. Имеет смысл идти, если у вас London Pass, сэкономите... "
7,март 2019 г. • Для двоих,"5,0 из 5 кружков",1 day of discovering London,"Погода: ветрено и дождливоБилет: London Pass, так как народу было очень мало, то проскочили быстро очередь на распечатку билетов. Поднялись, вид отличный, хоть и было ветрено, Но на 69 этаже очень уютно сели на полу у окон, с кофе. :) "
8,дек. 2018 г. • Для двоих,"2,0 из 5 кружков",Не стоит того,"Посетил данную достопримечательность в конце декабря. Вход по London free pass. Гигантская очередь и ожидание. На то что бы дойти и получить бесплатный входной билет потратили 40 минут. Попросили ещё 20 минут подождать. На входе к лифтам досмотр похлеще чем в аэропорт, попросили снять даже ремень. Вид на Лондон через грязные стёкла на 3 бала."
9,нояб. 2018 г. • Семейный отдых,"5,0 из 5 кружков",Shard очень красив! ,"Всякий раз посетив один из ресторанов в небоскребе удивляюсь и наслаждаюсь!Бронирование столика очень заранее- за две, три недели лучше. Вид изумительно красив! Обязательно к посещению. Любимый город и вид!"
0,авг. 2018 г. • С друзьями,"5,0 из 5 кружков",Фантастика!,"Этот небоскреб в Лондоне был открыт в июле 2012 года. Он действительно похож на осколок стекла, отсюда его название и был спроектирован архитектором Ренцо Пиано. Высота 1017 футов / 310 м, это самое высокое здание в Западной Европе. Посетители могут подняться на панорамную террасу на 69-м этаже, чтобы полюбоваться видом."
1,окт. 2018 г. • Семейный отдых,"5,0 из 5 кружков",Мечты сбываются !,"Вид с высоты 1016 ft захватывает дыхание! Один билет годится для двух посещений,дневного и вечернего"
2,авг. 2018 г. • Путешествие в одиночку,"4,0 из 5 кружков",Вид из бара,"Были не на самой смотровой площадке, а в баре. Вид, действительно, впечатляет. Цены в баре высокие, один коктейль около 1500 руб."
3,май 2018 г. • Для двоих,"3,0 из 5 кружков",Дорого! Но красиво,"Просто подняться за 36£ это дофига, сходила в туалет с видом на город, быстрый лифт)))) но ничего особенного может я прост не ценитель видов"
4,апр. 2018 г. • Бизнес,"5,0 из 5 кружков",Паря над Лондоном,"Перед посещением сделайте пару фото на набережной, со стороны Тауэра, и насладитесь скоростью подъема на 32 этаж,где Вас ждет множество ресторанов и потрясающий вид на город,в особенности ночью!!!"
5,март 2018 г. • Семейный отдых,"5,0 из 5 кружков",Пролетая на Лондоном,"Посетили второй раз. Дети не могли забыть первое впечатление. Вечером, кстати не хуже чем днём. Ресторан Aqua Shard находится на 32 этаже. Заказывая просите столик у окна. Для того чтобы попасть в View from the Shard вам нужно выйти из ресторана спуститься вниз повернуть направо. За эскалатором будет вход. Работает до 22-00. Очереди не было, но мы были в районе 19-00. Наверху на 72 этаже детям нравится сидеть на полу под открытым небом возле окон и пить горячий с зефирками, ну а для взрослых есть шампанское 🥂 "
6,нояб. 2017 г. • Семейный отдых,"5,0 из 5 кружков",Отличный вид почти на весь Лондон,"В ""Осколке"" разместились и гостиница, Шангри-ла, офисы и пентхаусы. Вид хорош как с 35, так и 52 этажей. "
7,авг. 2017 г. • Для двоих,"5,0 из 5 кружков",Посетите туалет на 35 этаже!,"ДЕло в том, что если подняться в гостиницу Шангри-Ла и воспользоваться общественным туалетом, вид вы получите ничуть не хуже, особенно забавно с мужскими писсуарами - они аккурат напротив окна панорамного установлены. Унитазы с подогревом и плагинами для зарядки сотовых телефонов. Это незабываемое приключение! "
8,апр. 2017 г. • Для двоих,"5,0 из 5 кружков",Незабываемый вид.,"Обязательный пункт во время посещения Лондона. Мы были вечером, просто прекрасный вид на заход солнца. И вообще, Лондон с высоты 76 этажа - это впечатление на всю жизнь."
9,нояб. 2016 г. • Путешествие в одиночку,"4,0 из 5 кружков",Ночной Лондон на ладони,"Виды на саму башню с некоторых точек в Лондоне сами по себе впечатляют воображение, хотя она и показалась мне поначалу чем-то инородным в этом городе. Я поднялся на башню, когда Лондон уже погрузился в ночь. Действительно было интересно взглянуть на основные достопримечательности сверху. Было довольно много народу, это создавало некоторые неудобства - времени на просмотр той или иной панорамы было не так много, уже рядом стояли и ждали своей очереди очередные посетители. Впрочем потраченные деньги и время того стоили - впечатлило. рекомендую к посещению - лучше конечно в ясную погоду!"
0,окт. 2020 г.,"5,0 из 5 кружков",Небоскрёб Shard виден везде в городе,"""Осколок"" самое высокое здание в Лондоне - почти 310 м в высоту. Помимо самого шикарного вида в Лондоне сам небоскрёб тоже впечатляет и виден сам практически ото всюду в городе. С 73 этажа мне понравилось больше всего! Конечно должно повезти с погодой и очередь довольно внушительная. Вид однозначно лучше чем с колеса обозрения. Всем рекомендую - не пожалеете!"
1,март 2019 г.,"5,0 из 5 кружков",Вид на весь Лондон,С высоты башни открывается панорамный вид на весь Лондон. Тут можно и покушать и пофотографироваться и позагорать. Вид лучше чем с чертова колеса.
