,date,rating,title,review
0,нояб. 2019 г. • Для двоих,"4,0 из 5 кружков",Аббатство,"Очень впечатлил снаружи и совсем не впечатлил внутри.Осталось впечатление большого склепа .Находится внутри не очень приятно.Погребения и в стенах и в полу ,буквально идёшь по захоронениям."
1,июнь 2019 г.,"5,0 из 5 кружков",Точка концентрации истории Британии,"Через интернет покупали билеты в церковь и музей  за 2 месяца до посещения на 3 июня 2019г. И хорошо, что проверяли потом почту!!! Через несколько дней получили по электронной почте уведомление, что в аббатстве сложились некие обстоятельства, и ""наша"" дата закрыта для посещения. Просят посетить в любой другой день. Мы потом из газет узнали, с кем именно у нас совпали визиты. Популярное место и не мудрено. Все знаковые события проходят в коллегиальной церкви Святого Петра во Вестминстере. В церкви покоятся все ключевые персоны, короновались и венчались монархи. Самой желанной была для меня эта экскурсия. На мой взгляд, это самое красивое и насыщенное историей место в Лондоне, но посещать с аудиогидом не советую. Сумбурно, сухо, бессистемно и далеко не про все... Конвейер.  Жаль, что не додумались заказать индивидуальную экскурсию или групповую. Очень тяжело было самим разбираться в хронологии событий, биографии персон, сложно ориентироваться в помещении. Захоронения некоторых из исторических личностей вообще не смогли найти, как не старались. В других исторических местах  Лондона встречали захватывающе интересные аудиогиды с продуманными маршрутами экскурсии, но не здесь.  Сами виноваты, не подготовились. Учтем это и приедем в Вестминстерское аббатство еще раз. Мы выключили наушники и бесконечно долго любовались архитектурой, вчитывались в надписи, вглядывались в лица и одежды памятников, готическое каменное кружево сводов бесподобно красиво! Вид с балконов музея на центральный неф  заворожил и околдовал. Жаль нельзя фотографировать. Побродили по дворикам, посидели в кафе."
2,май 2019 г.,"5,0 из 5 кружков",история Англии от А до Я в одном флаконе,"Вестминстер по праву входит в топ достопримечательностей Лондона . Месторасположение - трудно придумать центрее, внешний фон - потрясающий образец архитектуры, великолепный фон для селфи, сам дух английской истории и британской монархии снизошёл и обитает здесь . Толпы туристов , как без них ? Обязательно возьмите экскурсовода с ним вы не просто прогуляетесь по самой титулованной усыпальнице империи он откроет вам глаза на известные события/факта/персонажи с другой , неизвестной вам стороны . Обязательно для посещения "
3,окт. 2019 г. • Для двоих,"5,0 из 5 кружков",Must go,"И не слушайте тех, кто там размок в очереди!Безусловно, стоит посетить. Не только из за захоронений известных личностей и коронованных особ. Сам собор впечатляет! Высокие великолепные своды, неброская отделка, обилие резьбы и скульптур... А какая Часовня Богоматери... Просто каменное кружево... жаль, нельзя фотографировать. Аудиогид очень информативный.Если погода хороша, прогуляйтесь в садик за Аббатством. Оттуда прекрасные виды.Билет, чтобы не стоять в очередь (в 12 часов была не большая), можно купить онлайн на 2 фунта дешевле, и предъявить на телефоне."
4,сент. 2019 г.,"5,0 из 5 кружков",Красивое аббатство,"Аббатство не принимает туристов по выходным дням, так как в эти дни проходят службы. В будние дни свободно для посещения. Очень красивый собор, огромный по размеру. Внутри находятся захоронения многих известных королей и королев, герцогов и герцогинь."
5,авг. 2019 г.,"3,0 из 5 кружков",Вы ещё ни разу не стояли в очереди на вход в церковь? Не упустите эту уникальную возможность!,"Отговорить от посещения Вестминстерского аббатства вряд ли возможно. Это то место, которое хочется увидеть своими глазами почти всем, потому как для большинства из нас Вестминстерское аббатство является главным символом Англии, знакомым нам с детства из английской классической литературы.  Не секрет, что наравне с Вестминстером, Тауэром и красными дабблдеккерами Лондон славится ещё одной своей культовой достопримечательностью - гигантскими очередями. Это один из символов столицы Великобритании, который ни один турист не вправе исключить из своей культурной программы. Лучший способ прочувствовать на себе всю мощь и беспощадность этой достопримечательности Лондона - присоединиться к очереди в Вестминстерское аббатство. Так сказать, два в одном.Нам чертовски повезло - в тот день, когда мы выстаивали очередь в аббатство, мы смогли получить в подарок ещё одну лондонскую достопримечательность - знаменитый ливень. Три в одном - удачный день! Если охранники, досматривающие сумки, стояли под навесом, то нам, простым смертным, предстояло не меньше получаса смиренного движения ""змейкой"" под проливным дождём. Надо сказать, что очередь была не безнадёжной: каждые десять секунд можно было сделать шаг вперёд. Иллюзия движения присутствовала на все сто. Однако - хоть с зонтом, хоть без - к моменту заветного входа в сухое помещение успеют здорово промокнуть и обувь и одежда.London Pass здесь не даёт в этом аспекте ровно никаких преимуществ: его нужно обменивать в кассе на билет. Понятие ""fast track"", которым оперируют многие туристические сайты Лондона, весьма условно - не стоит воспринимать его всерьёз. ""Fast track"" в переводе с английского означает: вам придётся отстоять лишь полкилометра очереди, а не километр, как всем. Те, у кого уже есть билет, могут заходить сразу после секьюрити - т.е. примерно в середине нашего ""змеиного маршрута"". После заветного доступа в интерьеры аббатства не спешите отрываться от коллектива - ещё предстоит дождаться получения аудиогида. Тщетно надеясь, что одежда и обувь успеют высохнуть в тёплом помещении, и будучи уже изрядно утомлённой, хотя ещё ничего не успела сделать в этот день, кроме как постоять под дождём, я ждала, что все эти неудобства как-то окупятся. Но, как и стоило предугадать заранее, Вестминстерское аббатство оказалось сильно переоценено. Довольно странно ходить по церкви, как по базару - протискиваясь сквозь толпы людей. И ещё более странно - ходить такой толпой по кладбищу. Вся экспозиция аббатства, по сути, состоит из могил, на которые через несколько минут уже просто перестаёшь обращать внимание, потому как они все, в общем-то, однотипные. Под ногами, в стенах, под каменными плитами... Удивительно, что в потолке никого не похоронили. Всё можно обойти довольно быстро, чтобы снова без ограничений наслаждаться отличной лондонской погодой.У меня общее впечатление от посещения Вестминстерского аббатства улеглось в одно слово: очередь. Очереди везде: и внутри, и снаружи, и в туалет. В таком столпотворении никакой особой атмосферы не учуешь - посещение церкви нуждается в размеренном движении по тихому полупустому помещению с особой акустикой. Возможно, в той части аббатства, где проходят службы и где можно посетить бесплатный концерт органной музыки, всё иначе, но в этой поездке мне не посчастливилось там побывать.Снаружи аббатство невероятно красивое. Впечатляющее. Не исключено, что внешнего осмотра может быть вполне достаточно. Но также возможно, что в другое время и в другую погоду мой опыт получился бы другим, и что лишь в данных обстоятельствах он вышел таким вот разочаровывающим. Ну, что я могу сказать? (В переводе на язык лондонской погоды, пожалуй, это будет звучать как: не ходите в аббатство вообще))) Не ходите в аббатство летом и в плохую погоду."
6,сент. 2019 г.,"4,0 из 5 кружков",Красивый готический собор,"Рекомендую не тратить деньги на экскурсию, а пойти самостоятельно и купить входной билет с аудиогидом на русском языке."
7,авг. 2019 г.,"5,0 из 5 кружков",Не передаваемые  ощущения,"Здесь нужно побывать! Особенно на службе , прекрасно, спокойно, умиротворенно, а видыыыы..... Мы были в бесплатные часы , очередь была большая, но быстро двигалась. Прекрасный магазин сувениров рядом все в стиле Аббатства.  "
8,авг. 2019 г. • Путешествие в одиночку,"5,0 из 5 кружков",ВЕСТМИНСТЕР,"Чтобы посмотреть Вестминстерское абатсве вам нужно купить за 20 фунтов входной билет, ето таво стоит, билет вы можете купить в интернете и на месте,при входе можно взять наушники и всё узнать про Абатсве, внутри нереальная красота которую надо видеть своими глазами, внутри нельзя фотографировать"
9,июль 2019 г. • С друзьями,"5,0 из 5 кружков",Обалденно!,"Лучше купить билеты заранее, через интернет - не будете стоять в очереди. Очень красиво, есть бесплатный аудиогид. Фотографировать внутри нельзя, поэтому мы купили книгу про аббатство на русском за четыре фунта. Не спешите уходить, погуляйте по галереям и дворикам, там тоже очень интересно."
0,янв. 2024 г. • Семейный отдых,"5,0 из 5 кружков",Очень впечатляет - не то слово,"Словами не передать восторга от посещения этого легендарного места. Это необходимо увидеть своими словами. Очень колоритно и очень интересно. Есть аудиогиды на разных языках, включая русский. Рекомендую любителям истории и искусства"
1,сент. 2020 г.,"5,0 из 5 кружков",Соборная церковь Святого Петра в Вестминстере,"Вестминстерское аббатство, или соборная церковь Святого Петра в Вестминстере, в готическом стиле было возведено еще в 7 в.. Позже многократно перестраивалось и расширялось, строительство завершилось в 1745 г. Все монархи Великобритании, начиная с 1066 г., были коронованы здесь, 18 из них еще и похоронены. Церковь интересна не только искусным декором (ажурные арки, витражи, богато украшенные интерьеры), но еще и как пантеон известных британцев, здесь порядка 3000 надгробий. Фото- и видеосъемка в аббатстве запрещены. Стоимость билета для взрослых - 18 фунтов."
2,сент. 2020 г.,"4,0 из 5 кружков",Вестминстерское аббатство,"Вестминстерское аббатство-в общем, произвело не плохое впечатление ,как внутри так и снаружи ,слушали арган."
3,нояб. 2019 г.,"5,0 из 5 кружков",Дом Господа,Величественные традиционные петые вечерни.Тихие молитвенные утрени.Ладан. Иконы. Присутствие Господне.
4,сент. 2019 г.,"5,0 из 5 кружков",Нам повезло однажды,"В одну из поездок, когда я посетила Лондон со своей сестрой, нам посчастливилось послушать хор мальчиков в Вестминстерском аббатстве. Мы встали в очередь, пускали на службу только католиков и то, как мы поняли, не всех.Но нас почему-то пустили. Потом выдали брошюры с псалмами. Мы хотели присеть на галерке, но не тут-то было.Какой-то церковный служащий усадил нас в 1м ряду!При этом справа от нас оказались именные ложи английской знати, которые были заполнены полностью.Но мы не из робкого десятка и тоже , как и все, вставали, когда надо и открывали рот(даже моя сестра, которая знает только my name is Ira).Потом хор мальчиков очаровал всех волшебным пением.Это невозможно забыть."
5,нояб. 2019 г. • Семейный отдых,"5,0 из 5 кружков",Орган в Вестминстерском аббатстве,"Потрясающие впечатления остались после посещения Вестминстерского аббатства вечером. Звучание органа в старейшем храме Лондона. Где проходят венчания, коронации королевских особ, а также погребения членов королевских семей и известных чиновников, ученых и служителей церкви. Каково смотреть на таблички над захоронениями Уильяма Шекспира, Исаака Ньютона, Вальтера Скотта и др. Кажется что прикасаешься к чему то великому, древнему и в то же время можно дотронуться рукой."
6,февр. 2020 г.,"5,0 из 5 кружков",Westminster Abbey,"Какой же он красивый - #WestminsterAbbey !..Даже подумать не могла, что буду поражена не меньше, чем Собором Парижской богоматери !..Во время обзорной автобусной экскурсии вы не попадете внутрь аббатства (для этого есть отдельная экскурсия, и мы на ней будем немного позже), но в полной мере сможете насладиться великолепными видами фасадов с окнами-«розами»...#советыОтТрансавио #Трансавио #Transavio"
7,март 2020 г. • Для двоих,"4,0 из 5 кружков",Очень Величественно),"Невероятная архитектура аббатства заставляет лишь стоять рядом с открытым ртом)))внутрь, к сожалению заходить нельзя. Но очень хочется) все находится около станции метро Вестминстер. Шпили аббатства видно уже на выходе)) не забудьте взять хорошую камеру, чтобы запечатлеть всю эту красоту)"
8,янв. 2020 г. • Для двоих,"5,0 из 5 кружков",Потрясающе. Одного раза было мало,Два раза были с экскурсоводом. Фотографировать внутри  запрещено. Красота и история на каждом сантиметре. Советую прочитать о Вестминстере прежде чем посетить его. 
9,нояб. 2019 г. • Семейный отдых,"5,0 из 5 кружков",Чудесная служба,"Вот уже много лет в 15:00 проходит ежедневная служба. Длительность не более часа. Для посещения службы, билет в Собор приобретать не требуется. Мы, хоть и православные христиане, очень любим посещать католические службы. Есть возможность в полной мере погрузиться в атмосферу под звуки органа и песнопений, насладиться великолепием готической архитектуры. Эта служба особенно удачная - певчие располагаются совсем рядом, орган прекрасен. Рекомендую!"
0,нояб. 2019 г. • Для двоих,"4,0 из 5 кружков",Аббатство,"Очень впечатлил снаружи и совсем не впечатлил внутри.Осталось впечатление большого склепа .Находится внутри не очень приятно.Погребения и в стенах и в полу ,буквально идёшь по захоронениям."
1,июнь 2019 г.,"5,0 из 5 кружков",Точка концентрации истории Британии,"Через интернет покупали билеты в церковь и музей  за 2 месяца до посещения на 3 июня 2019г. И хорошо, что проверяли потом почту!!! Через несколько дней получили по электронной почте уведомление, что в аббатстве сложились некие обстоятельства, и ""наша"" дата закрыта для посещения. Просят посетить в любой другой день. Мы потом из газет узнали, с кем именно у нас совпали визиты. Популярное место и не мудрено. Все знаковые события проходят в коллегиальной церкви Святого Петра во Вестминстере. В церкви покоятся все ключевые персоны, короновались и венчались монархи. Самой желанной была для меня эта экскурсия. На мой взгляд, это самое красивое и насыщенное историей место в Лондоне, но посещать с аудиогидом не советую. Сумбурно, сухо, бессистемно и далеко не про все... Конвейер.  Жаль, что не додумались заказать индивидуальную экскурсию или групповую. Очень тяжело было самим разбираться в хронологии событий, биографии персон, сложно ориентироваться в помещении. Захоронения некоторых из исторических личностей вообще не смогли найти, как не старались. В других исторических местах  Лондона встречали захватывающе интересные аудиогиды с продуманными маршрутами экскурсии, но не здесь.  Сами виноваты, не подготовились. Учтем это и приедем в Вестминстерское аббатство еще раз. Мы выключили наушники и бесконечно долго любовались архитектурой, вчитывались в надписи, вглядывались в лица и одежды памятников, готическое каменное кружево сводов бесподобно красиво! Вид с балконов музея на центральный неф  заворожил и околдовал. Жаль нельзя фотографировать. Побродили по дворикам, посидели в кафе."
2,май 2019 г.,"5,0 из 5 кружков",история Англии от А до Я в одном флаконе,"Вестминстер по праву входит в топ достопримечательностей Лондона . Месторасположение - трудно придумать центрее, внешний фон - потрясающий образец архитектуры, великолепный фон для селфи, сам дух английской истории и британской монархии снизошёл и обитает здесь . Толпы туристов , как без них ? Обязательно возьмите экскурсовода с ним вы не просто прогуляетесь по самой титулованной усыпальнице империи он откроет вам глаза на известные события/факта/персонажи с другой , неизвестной вам стороны . Обязательно для посещения "
3,окт. 2019 г. • Для двоих,"5,0 из 5 кружков",Must go,"И не слушайте тех, кто там размок в очереди!Безусловно, стоит посетить. Не только из за захоронений известных личностей и коронованных особ. Сам собор впечатляет! Высокие великолепные своды, неброская отделка, обилие резьбы и скульптур... А какая Часовня Богоматери... Просто каменное кружево... жаль, нельзя фотографировать. Аудиогид очень информативный.Если погода хороша, прогуляйтесь в садик за Аббатством. Оттуда прекрасные виды.Билет, чтобы не стоять в очередь (в 12 часов была не большая), можно купить онлайн на 2 фунта дешевле, и предъявить на телефоне."
4,сент. 2019 г.,"5,0 из 5 кружков",Красивое аббатство,"Аббатство не принимает туристов по выходным дням, так как в эти дни проходят службы. В будние дни свободно для посещения. Очень красивый собор, огромный по размеру. Внутри находятся захоронения многих известных королей и королев, герцогов и герцогинь."
5,авг. 2019 г.,"3,0 из 5 кружков",Вы ещё ни разу не стояли в очереди на вход в церковь? Не упустите эту уникальную возможность!,"Отговорить от посещения Вестминстерского аббатства вряд ли возможно. Это то место, которое хочется увидеть своими глазами почти всем, потому как для большинства из нас Вестминстерское аббатство является главным символом Англии, знакомым нам с детства из английской классической литературы.  Не секрет, что наравне с Вестминстером, Тауэром и красными дабблдеккерами Лондон славится ещё одной своей культовой достопримечательностью - гигантскими очередями. Это один из символов столицы Великобритании, который ни один турист не вправе исключить из своей культурной программы. Лучший способ прочувствовать на себе всю мощь и беспощадность этой достопримечательности Лондона - присоединиться к очереди в Вестминстерское аббатство. Так сказать, два в одном.Нам чертовски повезло - в тот день, когда мы выстаивали очередь в аббатство, мы смогли получить в подарок ещё одну лондонскую достопримечательность - знаменитый ливень. Три в одном - удачный день! Если охранники, досматривающие сумки, стояли под навесом, то нам, простым смертным, предстояло не меньше получаса смиренного движения ""змейкой"" под проливным дождём. Надо сказать, что очередь была не безнадёжной: каждые десять секунд можно было сделать шаг вперёд. Иллюзия движения присутствовала на все сто. Однако - хоть с зонтом, хоть без - к моменту заветного входа в сухое помещение успеют здорово промокнуть и обувь и одежда.London Pass здесь не даёт в этом аспекте ровно никаких преимуществ: его нужно обменивать в кассе на билет. Понятие ""fast track"", которым оперируют многие туристические сайты Лондона, весьма условно - не стоит воспринимать его всерьёз. ""Fast track"" в переводе с английского означает: вам придётся отстоять лишь полкилометра очереди, а не километр, как всем. Те, у кого уже есть билет, могут заходить сразу после секьюрити - т.е. примерно в середине нашего ""змеиного маршрута"". После заветного доступа в интерьеры аббатства не спешите отрываться от коллектива - ещё предстоит дождаться получения аудиогида. Тщетно надеясь, что одежда и обувь успеют высохнуть в тёплом помещении, и будучи уже изрядно утомлённой, хотя ещё ничего не успела сделать в этот день, кроме как постоять под дождём, я ждала, что все эти неудобства как-то окупятся. Но, как и стоило предугадать заранее, Вестминстерское аббатство оказалось сильно переоценено. Довольно странно ходить по церкви, как по базару - протискиваясь сквозь толпы людей. И ещё более странно - ходить такой толпой по кладбищу. Вся экспозиция аббатства, по сути, состоит из могил, на которые через несколько минут уже просто перестаёшь обращать внимание, потому как они все, в общем-то, однотипные. Под ногами, в стенах, под каменными плитами... Удивительно, что в потолке никого не похоронили. Всё можно обойти довольно быстро, чтобы снова без ограничений наслаждаться отличной лондонской погодой.У меня общее впечатление от посещения Вестминстерского аббатства улеглось в одно слово: очередь. Очереди везде: и внутри, и снаружи, и в туалет. В таком столпотворении никакой особой атмосферы не учуешь - посещение церкви нуждается в размеренном движении по тихому полупустому помещению с особой акустикой. Возможно, в той части аббатства, где проходят службы и где можно посетить бесплатный концерт органной музыки, всё иначе, но в этой поездке мне не посчастливилось там побывать.Снаружи аббатство невероятно красивое. Впечатляющее. Не исключено, что внешнего осмотра может быть вполне достаточно. Но также возможно, что в другое время и в другую погоду мой опыт получился бы другим, и что лишь в данных обстоятельствах он вышел таким вот разочаровывающим. Ну, что я могу сказать? (В переводе на язык лондонской погоды, пожалуй, это будет звучать как: не ходите в аббатство вообще))) Не ходите в аббатство летом и в плохую погоду."
6,сент. 2019 г.,"4,0 из 5 кружков",Красивый готический собор,"Рекомендую не тратить деньги на экскурсию, а пойти самостоятельно и купить входной билет с аудиогидом на русском языке."
7,авг. 2019 г.,"5,0 из 5 кружков",Не передаваемые  ощущения,"Здесь нужно побывать! Особенно на службе , прекрасно, спокойно, умиротворенно, а видыыыы..... Мы были в бесплатные часы , очередь была большая, но быстро двигалась. Прекрасный магазин сувениров рядом все в стиле Аббатства.  "
8,авг. 2019 г. • Путешествие в одиночку,"5,0 из 5 кружков",ВЕСТМИНСТЕР,"Чтобы посмотреть Вестминстерское абатсве вам нужно купить за 20 фунтов входной билет, ето таво стоит, билет вы можете купить в интернете и на месте,при входе можно взять наушники и всё узнать про Абатсве, внутри нереальная красота которую надо видеть своими глазами, внутри нельзя фотографировать"
9,июль 2019 г. • С друзьями,"5,0 из 5 кружков",Обалденно!,"Лучше купить билеты заранее, через интернет - не будете стоять в очереди. Очень красиво, есть бесплатный аудиогид. Фотографировать внутри нельзя, поэтому мы купили книгу про аббатство на русском за четыре фунта. Не спешите уходить, погуляйте по галереям и дворикам, там тоже очень интересно."
0,янв. 2024 г. • Семейный отдых,"5,0 из 5 кружков",Очень впечатляет - не то слово,"Словами не передать восторга от посещения этого легендарного места. Это необходимо увидеть своими словами. Очень колоритно и очень интересно. Есть аудиогиды на разных языках, включая русский. Рекомендую любителям истории и искусства"
1,сент. 2020 г.,"5,0 из 5 кружков",Соборная церковь Святого Петра в Вестминстере,"Вестминстерское аббатство, или соборная церковь Святого Петра в Вестминстере, в готическом стиле было возведено еще в 7 в.. Позже многократно перестраивалось и расширялось, строительство завершилось в 1745 г. Все монархи Великобритании, начиная с 1066 г., были коронованы здесь, 18 из них еще и похоронены. Церковь интересна не только искусным декором (ажурные арки, витражи, богато украшенные интерьеры), но еще и как пантеон известных британцев, здесь порядка 3000 надгробий. Фото- и видеосъемка в аббатстве запрещены. Стоимость билета для взрослых - 18 фунтов."
2,сент. 2020 г.,"4,0 из 5 кружков",Вестминстерское аббатство,"Вестминстерское аббатство-в общем, произвело не плохое впечатление ,как внутри так и снаружи ,слушали арган."
3,нояб. 2019 г.,"5,0 из 5 кружков",Дом Господа,Величественные традиционные петые вечерни.Тихие молитвенные утрени.Ладан. Иконы. Присутствие Господне.
4,сент. 2019 г.,"5,0 из 5 кружков",Нам повезло однажды,"В одну из поездок, когда я посетила Лондон со своей сестрой, нам посчастливилось послушать хор мальчиков в Вестминстерском аббатстве. Мы встали в очередь, пускали на службу только католиков и то, как мы поняли, не всех.Но нас почему-то пустили. Потом выдали брошюры с псалмами. Мы хотели присеть на галерке, но не тут-то было.Какой-то церковный служащий усадил нас в 1м ряду!При этом справа от нас оказались именные ложи английской знати, которые были заполнены полностью.Но мы не из робкого десятка и тоже , как и все, вставали, когда надо и открывали рот(даже моя сестра, которая знает только my name is Ira).Потом хор мальчиков очаровал всех волшебным пением.Это невозможно забыть."
5,нояб. 2019 г. • Семейный отдых,"5,0 из 5 кружков",Орган в Вестминстерском аббатстве,"Потрясающие впечатления остались после посещения Вестминстерского аббатства вечером. Звучание органа в старейшем храме Лондона. Где проходят венчания, коронации королевских особ, а также погребения членов королевских семей и известных чиновников, ученых и служителей церкви. Каково смотреть на таблички над захоронениями Уильяма Шекспира, Исаака Ньютона, Вальтера Скотта и др. Кажется что прикасаешься к чему то великому, древнему и в то же время можно дотронуться рукой."
6,февр. 2020 г.,"5,0 из 5 кружков",Westminster Abbey,"Какой же он красивый - #WestminsterAbbey !..Даже подумать не могла, что буду поражена не меньше, чем Собором Парижской богоматери !..Во время обзорной автобусной экскурсии вы не попадете внутрь аббатства (для этого есть отдельная экскурсия, и мы на ней будем немного позже), но в полной мере сможете насладиться великолепными видами фасадов с окнами-«розами»...#советыОтТрансавио #Трансавио #Transavio"
7,март 2020 г. • Для двоих,"4,0 из 5 кружков",Очень Величественно),"Невероятная архитектура аббатства заставляет лишь стоять рядом с открытым ртом)))внутрь, к сожалению заходить нельзя. Но очень хочется) все находится около станции метро Вестминстер. Шпили аббатства видно уже на выходе)) не забудьте взять хорошую камеру, чтобы запечатлеть всю эту красоту)"
8,янв. 2020 г. • Для двоих,"5,0 из 5 кружков",Потрясающе. Одного раза было мало,Два раза были с экскурсоводом. Фотографировать внутри  запрещено. Красота и история на каждом сантиметре. Советую прочитать о Вестминстере прежде чем посетить его. 
9,нояб. 2019 г. • Семейный отдых,"5,0 из 5 кружков",Чудесная служба,"Вот уже много лет в 15:00 проходит ежедневная служба. Длительность не более часа. Для посещения службы, билет в Собор приобретать не требуется. Мы, хоть и православные христиане, очень любим посещать католические службы. Есть возможность в полной мере погрузиться в атмосферу под звуки органа и песнопений, насладиться великолепием готической архитектуры. Эта служба особенно удачная - певчие располагаются совсем рядом, орган прекрасен. Рекомендую!"
0,нояб. 2019 г. • Для двоих,"4,0 из 5 кружков",Аббатство,"Очень впечатлил снаружи и совсем не впечатлил внутри.Осталось впечатление большого склепа .Находится внутри не очень приятно.Погребения и в стенах и в полу ,буквально идёшь по захоронениям."
1,июнь 2019 г.,"5,0 из 5 кружков",Точка концентрации истории Британии,"Через интернет покупали билеты в церковь и музей  за 2 месяца до посещения на 3 июня 2019г. И хорошо, что проверяли потом почту!!! Через несколько дней получили по электронной почте уведомление, что в аббатстве сложились некие обстоятельства, и ""наша"" дата закрыта для посещения. Просят посетить в любой другой день. Мы потом из газет узнали, с кем именно у нас совпали визиты. Популярное место и не мудрено. Все знаковые события проходят в коллегиальной церкви Святого Петра во Вестминстере. В церкви покоятся все ключевые персоны, короновались и венчались монархи. Самой желанной была для меня эта экскурсия. На мой взгляд, это самое красивое и насыщенное историей место в Лондоне, но посещать с аудиогидом не советую. Сумбурно, сухо, бессистемно и далеко не про все... Конвейер.  Жаль, что не додумались заказать индивидуальную экскурсию или групповую. Очень тяжело было самим разбираться в хронологии событий, биографии персон, сложно ориентироваться в помещении. Захоронения некоторых из исторических личностей вообще не смогли найти, как не старались. В других исторических местах  Лондона встречали захватывающе интересные аудиогиды с продуманными маршрутами экскурсии, но не здесь.  Сами виноваты, не подготовились. Учтем это и приедем в Вестминстерское аббатство еще раз. Мы выключили наушники и бесконечно долго любовались архитектурой, вчитывались в надписи, вглядывались в лица и одежды памятников, готическое каменное кружево сводов бесподобно красиво! Вид с балконов музея на центральный неф  заворожил и околдовал. Жаль нельзя фотографировать. Побродили по дворикам, посидели в кафе."
2,май 2019 г.,"5,0 из 5 кружков",история Англии от А до Я в одном флаконе,"Вестминстер по праву входит в топ достопримечательностей Лондона . Месторасположение - трудно придумать центрее, внешний фон - потрясающий образец архитектуры, великолепный фон для селфи, сам дух английской истории и британской монархии снизошёл и обитает здесь . Толпы туристов , как без них ? Обязательно возьмите экскурсовода с ним вы не просто прогуляетесь по самой титулованной усыпальнице империи он откроет вам глаза на известные события/факта/персонажи с другой , неизвестной вам стороны . Обязательно для посещения "
